"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Families Receiving Food Stamp/SNAP Benefits","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","06001441301","CA","06001441301","=""06001441301""","5.91","2017-2021","2020","Census","California (State)"
"Census Tract","06001441302","CA","06001441302","=""06001441302""","3.27","2017-2021","2020","Census","California (State)"
"Census Tract","06001441401","CA","06001441401","=""06001441401""","4.18","2017-2021","2020","Census","California (State)"
"Census Tract","06001441402","CA","06001441402","=""06001441402""","2.36","2017-2021","2020","Census","California (State)"
"Census Tract","06001441501","CA","06001441501","=""06001441501""","5.24","2017-2021","2020","Census","California (State)"
"Census Tract","06001441503","CA","06001441503","=""06001441503""","1.42","2017-2021","2020","Census","California (State)"
"Census Tract","06001441521","CA","06001441521","=""06001441521""","5.48","2017-2021","2020","Census","California (State)"
"Census Tract","06001441522","CA","06001441522","=""06001441522""","1.98","2017-2021","2020","Census","California (State)"
"Census Tract","06001441523","CA","06001441523","=""06001441523""","1.99","2017-2021","2020","Census","California (State)"
"Census Tract","06001441524","CA","06001441524","=""06001441524""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001441525","CA","06001441525","=""06001441525""","6.92","2017-2021","2020","Census","California (State)"
"Census Tract","06001441601","CA","06001441601","=""06001441601""","4.36","2017-2021","2020","Census","California (State)"
"Census Tract","06001441602","CA","06001441602","=""06001441602""","0.77","2017-2021","2020","Census","California (State)"
"Census Tract","06001441701","CA","06001441701","=""06001441701""","3.31","2017-2021","2020","Census","California (State)"
"Census Tract","06001441702","CA","06001441702","=""06001441702""","7.75","2017-2021","2020","Census","California (State)"
"Census Tract","06001441800","CA","06001441800","=""06001441800""","4.14","2017-2021","2020","Census","California (State)"
"Census Tract","06001441921","CA","06001441921","=""06001441921""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001441923","CA","06001441923","=""06001441923""","3.54","2017-2021","2020","Census","California (State)"
"Census Tract","06001441924","CA","06001441924","=""06001441924""","1.71","2017-2021","2020","Census","California (State)"
"Census Tract","06001441926","CA","06001441926","=""06001441926""","6.51","2017-2021","2020","Census","California (State)"
"Census Tract","06001441927","CA","06001441927","=""06001441927""","5.86","2017-2021","2020","Census","California (State)"
"Census Tract","06001441928","CA","06001441928","=""06001441928""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001441929","CA","06001441929","=""06001441929""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001442000","CA","06001442000","=""06001442000""","0.65","2017-2021","2020","Census","California (State)"
"Census Tract","06001442100","CA","06001442100","=""06001442100""","2.29","2017-2021","2020","Census","California (State)"
"Census Tract","06001442200","CA","06001442200","=""06001442200""","0.70","2017-2021","2020","Census","California (State)"
"Census Tract","06001442301","CA","06001442301","=""06001442301""","7.83","2017-2021","2020","Census","California (State)"
"Census Tract","06001442302","CA","06001442302","=""06001442302""","9.36","2017-2021","2020","Census","California (State)"
"Census Tract","06001442400","CA","06001442400","=""06001442400""","9.23","2017-2021","2020","Census","California (State)"
"Census Tract","06001442501","CA","06001442501","=""06001442501""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001442502","CA","06001442502","=""06001442502""","2.18","2017-2021","2020","Census","California (State)"
"Census Tract","06001442601","CA","06001442601","=""06001442601""","5.98","2017-2021","2020","Census","California (State)"
"Census Tract","06001442602","CA","06001442602","=""06001442602""","6.22","2017-2021","2020","Census","California (State)"
"Census Tract","06001442700","CA","06001442700","=""06001442700""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001442800","CA","06001442800","=""06001442800""","2.21","2017-2021","2020","Census","California (State)"
"Census Tract","06001442900","CA","06001442900","=""06001442900""","0.78","2017-2021","2020","Census","California (State)"
"Census Tract","06001443001","CA","06001443001","=""06001443001""","0.94","2017-2021","2020","Census","California (State)"
"Census Tract","06001443002","CA","06001443002","=""06001443002""","1.79","2017-2021","2020","Census","California (State)"
"Census Tract","06001443102","CA","06001443102","=""06001443102""","1.72","2017-2021","2020","Census","California (State)"
"Census Tract","06001443103","CA","06001443103","=""06001443103""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001443104","CA","06001443104","=""06001443104""","0.64","2017-2021","2020","Census","California (State)"
"Census Tract","06001443105","CA","06001443105","=""06001443105""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001443200","CA","06001443200","=""06001443200""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001443301","CA","06001443301","=""06001443301""","2.95","2017-2021","2020","Census","California (State)"
"Census Tract","06001443321","CA","06001443321","=""06001443321""","1.44","2017-2021","2020","Census","California (State)"
"Census Tract","06001443322","CA","06001443322","=""06001443322""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001444100","CA","06001444100","=""06001444100""","8.80","2017-2021","2020","Census","California (State)"
"Census Tract","06001444200","CA","06001444200","=""06001444200""","7.81","2017-2021","2020","Census","California (State)"
"Census Tract","06001444301","CA","06001444301","=""06001444301""","2.24","2017-2021","2020","Census","California (State)"
"Census Tract","06001444303","CA","06001444303","=""06001444303""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06001444304","CA","06001444304","=""06001444304""","10.76","2017-2021","2020","Census","California (State)"
"Census Tract","06001444400","CA","06001444400","=""06001444400""","11.98","2017-2021","2020","Census","California (State)"
"Census Tract","06001444500","CA","06001444500","=""06001444500""","13.25","2017-2021","2020","Census","California (State)"
"Census Tract","06001444601","CA","06001444601","=""06001444601""","1.74","2017-2021","2020","Census","California (State)"
"Census Tract","06001444602","CA","06001444602","=""06001444602""","4.08","2017-2021","2020","Census","California (State)"
"Census Tract","06001450101","CA","06001450101","=""06001450101""","4.23","2017-2021","2020","Census","California (State)"
"Census Tract","06001450102","CA","06001450102","=""06001450102""","2.28","2017-2021","2020","Census","California (State)"
"Census Tract","06001450200","CA","06001450200","=""06001450200""","7.64","2017-2021","2020","Census","California (State)"
"Census Tract","06001450300","CA","06001450300","=""06001450300""","7.75","2017-2021","2020","Census","California (State)"
"Census Tract","06001450400","CA","06001450400","=""06001450400""","4.59","2017-2021","2020","Census","California (State)"
"Census Tract","06001450501","CA","06001450501","=""06001450501""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001450502","CA","06001450502","=""06001450502""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001450601","CA","06001450601","=""06001450601""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001450603","CA","06001450603","=""06001450603""","0.64","2017-2021","2020","Census","California (State)"
"Census Tract","06001450604","CA","06001450604","=""06001450604""","2.92","2017-2021","2020","Census","California (State)"
"Census Tract","06001450605","CA","06001450605","=""06001450605""","3.65","2017-2021","2020","Census","California (State)"
"Census Tract","06001450606","CA","06001450606","=""06001450606""","0.96","2017-2021","2020","Census","California (State)"
"Census Tract","06001450607","CA","06001450607","=""06001450607""","6.42","2017-2021","2020","Census","California (State)"
"Census Tract","06001450608","CA","06001450608","=""06001450608""","3.51","2017-2021","2020","Census","California (State)"
"Census Tract","06001450609","CA","06001450609","=""06001450609""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001450701","CA","06001450701","=""06001450701""","0.63","2017-2021","2020","Census","California (State)"
"Census Tract","06001450741","CA","06001450741","=""06001450741""","1.21","2017-2021","2020","Census","California (State)"
"Census Tract","06001450742","CA","06001450742","=""06001450742""","0.52","2017-2021","2020","Census","California (State)"
"Census Tract","06001450743","CA","06001450743","=""06001450743""","4.14","2017-2021","2020","Census","California (State)"
"Census Tract","06001450744","CA","06001450744","=""06001450744""","0.98","2017-2021","2020","Census","California (State)"
"Census Tract","06001450745","CA","06001450745","=""06001450745""","3.37","2017-2021","2020","Census","California (State)"
"Census Tract","06001450746","CA","06001450746","=""06001450746""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001450750","CA","06001450750","=""06001450750""","3.86","2017-2021","2020","Census","California (State)"
"Census Tract","06001450751","CA","06001450751","=""06001450751""","1.62","2017-2021","2020","Census","California (State)"
"Census Tract","06001450752","CA","06001450752","=""06001450752""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001451102","CA","06001451102","=""06001451102""","0.73","2017-2021","2020","Census","California (State)"
"Census Tract","06001451103","CA","06001451103","=""06001451103""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06001451104","CA","06001451104","=""06001451104""","1.74","2017-2021","2020","Census","California (State)"
"Census Tract","06001451201","CA","06001451201","=""06001451201""","5.99","2017-2021","2020","Census","California (State)"
"Census Tract","06001451202","CA","06001451202","=""06001451202""","0.19","2017-2021","2020","Census","California (State)"
"Census Tract","06001451300","CA","06001451300","=""06001451300""","2.91","2017-2021","2020","Census","California (State)"
"Census Tract","06001451401","CA","06001451401","=""06001451401""","7.66","2017-2021","2020","Census","California (State)"
"Census Tract","06001451403","CA","06001451403","=""06001451403""","3.82","2017-2021","2020","Census","California (State)"
